Company Name,Ticker,Optionable,Sector,Industry,Market Cap ,Shares Outstanding ,Avg Volume,Last Close,Beta,52 Week High,52 Week Low,Price as a % of 52 Wk H-L Range
La-Z-Boy Incorporated,LZB,YES,Consumer Discretionary,Furniture,1395.57,47.07,395429,29.65,0.85,33.8,23.55,59.51
"Macy's, Inc.",M,YES,Retail-Wholesale,Retail - Regional Department Stores,8884.92,304.8,8419747,29.15,0.75,30.93,17.53,86.72
Mastercard Incorporated,MA,YES,Business Services,Financial Transaction Services,179092.75,1051.38,3789413.5,170.34,1.16,183.24,111.22,82.09
"Mid-America Apartment Communities, Inc.",MAA,YES,Finance,REIT and Equity Trust - Residential,10446.88,113.69,713585.69,91.89,0.34,110.32,85.39,26.07
Macerich Company (The),MAC,YES,Finance,REIT and Equity Trust - Retail,8058.15,140.85,1291123.63,57.21,0.87,68.86,52.72,27.82
"Merrimack Pharmaceuticals, Inc.",MACK,YES,Medical,Medical - Biomedical and Genetics,112.08,13.34,248140.59,8.4,1.8,39.2,7.75,2.07
MAG Silver Corporation,MAG,YES,Basic Materials,Mining - Silver,920.87,85.5,245940.91,10.77,0.29,14.13,9.49,27.59
Magal Security Systems Ltd.,MAGS,YES,Industrial Products,Security and Safety Services,134.28,23.03,32954.25,5.83,0.86,7.28,4.25,52.15
Main Street Capital Corporation,MAIN,YES,Finance,Financial - SBIC & Commercial Industry,2180.35,58.75,248354.55,37.11,0.93,41.55,35.41,27.69
ManpowerGroup,MAN,YES,Business Services,Staffing Firms,7472.27,66.16,534426.44,112.94,1.34,136.02,97.54,40.02
"Manhattan Associates, Inc.",MANH,YES,Computer and Technology,Computer - Software,2756.3,66.82,558798.13,41.25,1.24,53.92,40.02,8.85
ManTech International Corporation,MANT,YES,Computer and Technology,Computer - Services,2251.75,39.23,359354.5,57.4,0.89,58.77,34.2,94.42
Manchester United Ltd.,MANU,YES,Consumer Discretionary,Leisure and Recreation Services,779.78,40.19,24258.9,19.4,0.52,21.6,16,60.71
Marriott International,MAR,YES,Consumer Discretionary,Hotels and Motels,46653.93,356.9,2081897.38,130.72,1.35,147.99,91.06,69.66
"Marathon Patent Group, Inc.",MARA,YES,Finance,Financial - Miscellaneous Services,16.56,14.28,2137561.5,1.16,1.82,6.51,0.62,9.23
"Remark Media, Inc.",MARK,YES,Computer and Technology,Internet - Content,191.8,32.84,656883.94,5.84,2.08,14.15,1.99,31.66
Masco Corporation,MAS,YES,Construction,Building Products - Miscellaneous,12604.61,313.39,3149932.75,40.22,1.5,46.27,33.09,54.1
Masimo Corporation,MASI,YES,Medical,Medical - Instruments,4353.98,51.64,460933.59,84.32,0.94,104.46,81.79,11.16
"Mattel, Inc.",MAT,YES,Consumer Discretionary,Toys - Games - Hobbies,4506.11,343.98,5625140,13.1,1.01,25.73,12.8,2.32
Mattersight Corporation,MATR,YES,Computer and Technology,Computer - Services,64.72,33.19,42629.4,1.95,0.34,3.7,1.95,0
Matthews International Corporation,MATW,YES,Consumer Staples,Funeral Services,1601.66,32.29,184080.75,49.6,1.12,72.4,49.6,0
"Matson, Inc.",MATX,YES,Transportation,Transportation - Services,1187.81,42.65,209737.5,27.85,1.43,37.68,22.79,33.98
"MINDBODY, Inc.",MB,YES,Computer and Technology,Internet - Software,1810.18,47.14,390789.19,38.4,-0.1,42.2,22.1,81.1
iShares MBS ETF,MBB,YES,Finance,Financial - Investment Funds,12262.43,117.4,632642.88,104.45,-0.02,107.73,103.91,14.14
Mobileye N.V.,MBBYF,YES,Computer and Technology,Electronics - Miscellaneous Components,14246.34,222.04,25447.65,64.16,0.72,64.19,61.66,98.62
MB Financial Inc.,MBFI,YES,Finance,Banks - Northeast,3394.08,84.26,454210.81,40.28,1.03,47.49,38.72,17.79
"MBIA, Inc.",MBI,YES,Finance,Insurance - Multi line,810.41,88.76,1244493.38,9.13,1.97,10.55,6.22,67.21
Mobile TeleSystems OJSC,MBT,YES,Computer and Technology,Wireless Non-US ,9571.47,994.96,2624390.5,9.62,1.06,12.61,7.78,38.1
M B T Financial Corp,MBTF,YES,Finance,Banks - Midwest,242.32,22.97,71183.45,10.55,-0.3,11.9,9.35,47.06
"Malibu Boats, Inc.",MBUU,YES,Consumer Discretionary,Leisure and Recreation Products,703.69,20.51,196680.09,34.31,1.02,36.47,21.6,85.47
Mercantile Bank Corporation,MBWM,YES,Finance,Banks - Midwest,561.4,16.59,39598.15,33.83,0.71,37.79,29.11,54.38
Moelis & Company,MC,YES,Finance,Financial - Investment Bank,2809.99,55.15,629798.31,50.95,1.71,54.3,34.85,82.78
Macatawa Bank Corporation,MCBC,YES,Finance,Banks - Midwest,354.13,34.02,37438.7,10.41,0.55,10.63,9.14,85.24
Medley Capital Corporation,MCC,YES,Finance,Financial - Investment Management,221.71,54.47,248517.45,4.07,1.21,7.84,3.98,2.33
McDonald's Corporation,MCD,YES,Retail-Wholesale,Retail - Restaurants,128096.9,794.5,4600323,161.23,0.64,178.36,129.96,64.61
"Mid-Con Energy Partners, LP",MCEP,YES,Oils-Energy,Oil and Gas - Exploration and Production - United States,45.17,30.12,49870.55,1.5,1.6,2.49,0.93,36.53
Contango Oil & Gas Company,MCF,YES,Oils-Energy,Oil and Gas - Exploration and Production - United States,83.83,25.48,233518.91,3.29,1.63,7.88,2.27,18.18
"MCBC Holdings, Inc.",MCFT,YES,Consumer Discretionary,Leisure and Recreation Products,466.98,18.68,152460.91,25,1.13,26.46,15.71,86.42
Microchip Technology Incorporated,MCHP,YES,Computer and Technology,Semiconductor - Analog and Mixed,20200.38,234.34,2654246.5,86.2,1.06,100.24,72.15,50.02
"Marchex, Inc.",MCHX,YES,Computer and Technology,Internet - Services,116.57,43.82,110713.5,2.66,1.25,3.55,2.6,6.32
McKesson Corporation,MCK,YES,Medical,Medical - Dental Supplies,28893.69,206.34,1805507,140.03,1.32,176.72,135,12.06
Moody's Corporation,MCO,YES,Finance,Financial - Miscellaneous Services,30472.81,191.1,656947.69,159.46,1.26,170.2,112.43,81.41
"Seres Therapeutics, Inc.",MCRB,YES,Medical,Medical - Biomedical and Genetics,289.01,40.65,151058.91,7.11,0.51,16.85,6.91,2.01
"Monarch Casino & Resort, Inc.",MCRI,YES,Consumer Discretionary,Gaming,726.82,17.77,64659.05,40.89,1.24,47.41,29,64.58
Milacron Holdings Corp.,MCRN,YES,Industrial Products,Manufacturing - Material Handling,1338.69,69.83,461574.94,19.17,0.62,22.09,15.22,57.5
Marcus Corporation (The),MCS,YES,Consumer Discretionary,Leisure and Recreation Services,858.8,27.84,94622.1,30.85,0.47,34.6,24.1,64.29
Mercury General Corporation,MCY,YES,Finance,Insurance - Property and Casualty,2559.11,55.33,717777.25,46.25,0.48,62.86,42.31,19.17
"Mednax, Inc",MD,YES,Medical,Medical - Hospital,5087.47,93.8,574108.69,54.24,0.23,68.38,41.19,48
"M.D.C. Holdings, Inc.",MDC,YES,Construction,Building Products - Home Builders,1616.35,56.12,592564.31,28.8,1.47,34.69,27.15,21.88
MDC Partners Inc.,MDCA,YES,Business Services,Advertising and Marketing,406.12,58.44,339701.5,6.95,1.29,12.1,6.65,5.5
The Medicines Company,MDCO,YES,Medical,Medical - Biomedical and Genetics,2166.99,73.28,1060181.75,29.57,0.65,54.7,24.83,15.87
"Mondelez International, Inc.",MDLZ,YES,Consumer Staples,Food - Miscellaneous,61991.83,1487.33,9266078,41.68,0.87,47.19,39.3,30.17
Meredith Corporation,MDP,YES,Consumer Staples,Publishing - Periodicals,2395.51,44.73,686861.75,53.55,1.41,71.8,51.15,11.62
"McDermott International, Inc.",MDR,YES,Oils-Energy,Oil and Gas - Mechanical and and Equitment,1590.58,284.03,9304211,5.6,1.86,8.98,5.6,0
"Allscripts Healthcare Solutions, Inc.",MDRX,YES,Medical,Medical Info Systems,2197.34,180.85,1874909.38,12.15,1.23,16.03,11.34,17.27
"Medidata Solutions, Inc.",MDSO,YES,Medical,Medical Info Systems,3844.24,59.23,514923.16,64.9,1.53,81.87,60.3,21.33
Medtronic PLC,MDT,YES,Medical,Medical - Products,106342.57,1355.37,4952390,78.46,0.94,89.3,76.55,14.98
"MDU Resources Group, Inc.",MDU,YES,Utilities,Utility - Gas Distribution,5423.6,195.3,1007949.13,27.77,0.69,28.38,25.15,81.11
MediWound Ltd.,MDWD,YES,Medical,Medical - Drugs,146.06,27.05,58352.2,5.4,-0.18,7.8,3.9,38.46
"MiMedx Group, Inc",MDXG,YES,Medical,Medical - Biomedical and Genetics,712.84,111.04,2425298.25,6.42,1.62,17.96,6.42,0
MEDIFAST INC,MED,YES,Consumer Staples,Food - Miscellaneous,1153.27,11.93,184848.55,96.64,0.28,97.26,40.32,98.91
"Medpace Holdings, Inc.",MEDP,YES,Medical,Medical Services,1269.05,35.65,183377.16,35.6,0.11,39.05,22.18,79.55
"MeetMe, Inc.",MEET,YES,Computer and Technology,Internet - Software,166.41,72.04,1484595.75,2.31,1.31,6.31,1.87,9.91
"Methode Electronics, Inc.",MEI,YES,Computer and Technology,Electronics - Connectors,1398.46,36.85,190995.75,37.95,0.88,47.75,37.1,7.98
"MEI Pharma, Inc.",MEIP,YES,Medical,Medical - Drugs,70.03,37.05,73888.45,1.89,1.91,3.08,1.5,24.68
"MercadoLibre, Inc.",MELI,YES,Retail-Wholesale,Internet - Commerce,15131.4,44.16,604139.25,342.67,2.07,413.94,215.46,64.09
Methanex Corporation,MEOH,YES,Basic Materials,Chemical - Diversified ,5253.19,83.78,763659.19,62.7,1.63,64.05,40.15,94.35
Mercer International Inc.,MERC,YES,Basic Materials,Paper and Related Products,845.22,65.02,164876.95,13,1.63,15,10.55,55.06
"MetLife, Inc.",MET,YES,Finance,Insurance - Multi line,47219.09,1036.64,6078767,45.55,1.24,56.17,44.08,12.16
"MFA Financial, Inc.",MFA,YES,Finance,REIT and Equity Trust,2980.21,398.42,3011474.25,7.48,0.33,8.87,6.83,31.86
Manulife Financial Corp,MFC,YES,Finance,Insurance - Life Insurance,36210,1983.02,2586712.75,18.26,1.34,21.99,16.67,29.89
MFC Bancorp Ltd.,MFCB,YES,Finance,Financial - Investment Bank,77.65,12.52,5566.1,6.2,0.38,9.53,5.84,9.76
"Mizuho Financial Group, Inc.",MFG,YES,Finance,Banks - Foreign,46039.72,12683.12,283240.81,3.63,1.19,3.99,3.39,40
Medallion Financial Corp.,MFIN,YES,Finance,Financial - SBIC & Commercial Industry,111.2,24.44,63602.6,4.55,1.71,5.43,1.84,75.49
Mistras Group Inc,MG,YES,Computer and Technology,Electronics - Miscellaneous Products,553.65,28.29,78168.3,19.57,1.13,23.62,17.12,37.69
Magna International Inc.,MGA,YES,Auto-Tires-Trucks,Automotive - Original Equipment,20827.86,353.91,1384986.38,58.85,1.35,59.67,39.58,95.92
MGE Energy Inc.,MGEE,YES,Utilities,Utility - Electric Power,1965.7,34.67,118590.25,56.7,0.3,68.5,52.5,26.25
MoneyGram International Inc.,MGI,YES,Finance,Financial - Miscellaneous Services,458.1,55.46,536324.44,8.26,1.87,17.85,8.16,1.03
Magic Software Enterprises Ltd.,MGIC,YES,Computer and Technology,Computer - Software,362.58,44.49,13038.95,8.15,0.75,9.4,7.5,34.21
"Magellan Health, Inc.",MGLN,YES,Medical,Medical - HMOs,2608.76,24.32,146597.3,107.25,0.5,109.7,66.5,94.33
MGM Resorts International,MGM,YES,Consumer Discretionary,Gaming,19466.05,566.37,7260412,34.37,1.4,38.03,27.12,66.45
"MacroGenics, Inc.",MGNX,YES,Medical,Medical - Products,949.13,42.03,624215.88,22.58,2.46,32.46,15.31,42.39
MGM Growth Properties LLC,MGP,YES,Finance,REIT and Equity Trust - Other,1899.32,70.9,674931.13,26.79,-0.45,31.68,25.8,16.84
"MGP Ingredients, Inc.",MGPI,YES,Consumer Staples,Food - Miscellaneous,1411.06,16.8,318370.34,84,1.06,89.59,48.2,86.49
McGrath RentCorp,MGRC,YES,Finance,Financial - Leasing Companies,1283.41,24.05,136492.91,53.36,0.83,55.1,32.61,92.26
"Mohawk Industries, Inc.",MHK,YES,Consumer Discretionary,Textile - Home Furnishing,17517.52,74.43,683689.63,235.37,1.36,284.82,227.61,13.56
"Maiden Holdings, Ltd.",MHLD,YES,Finance,Insurance - Property and Casualty,556.15,83.01,580184.25,6.7,1.1,13.95,6,8.81
"M/I Homes, Inc.",MHO,YES,Construction,Building Products - Home Builders,935.04,27.87,191779.45,33.55,1.14,37.26,23.95,72.13
Macquarie Infrastructure Company,MIC,YES,Conglomerates,Diversified Operations,3207.86,84.82,1521792.25,37.82,1.24,81.69,36.56,2.79
The Middleby Corporation,MIDD,YES,Industrial Products,Manufacturing - General Industrial ,6870.73,55.71,530350.13,123.33,1.8,141.07,108.72,45.16
"The Michaels Companies, Inc.",MIK,YES,Retail-Wholesale,Retail - Miscellaneous,3394.86,181.93,2891147.75,18.66,1.24,27.78,17.26,13.31
Mimecast Limited,MIME,YES,Computer and Technology,Internet - Software,2045.95,57.81,188146.66,35.39,0.24,38.7,21.67,80.56
"Mitcham Industries, Inc.",MIND,YES,Oils-Energy,Oil and Gas - Mechanical and and Equitment,38.81,12.09,16642.35,3.21,1.41,4.79,2.88,17.28
"Mobile Mini, Inc.",MINI,YES,Industrial Products,Containers - Metal and Glass,1911.35,44.6,232119.45,42.85,1.97,45.45,27.25,85.71
"Mitek Systems, Inc.",MITK,YES,Computer and Technology,Computer - Optical Imaging,252.17,34.9,270632.25,7.225,0.47,10.55,7,6.34
Mitel Networks Corporation,MITL,YES,Computer and Technology,Wireless Equipment,1126.21,121.1,1588620.63,9.3,2.45,9.7,6.32,88.17
"AG Mortgage Investment Trust, Inc.",MITT,YES,Finance,REIT and Equity Trust,490.89,28.2,118576.6,17.41,0.7,19.66,16.36,31.82
"McCormick & Company, Incorporated",MKC,YES,Consumer Staples,Food - Miscellaneous,13821.09,131.1,1135528.38,105.42,0.56,110.74,92.07,71.5
Markel Corporation,MKL,YES,Finance,Insurance - Property and Casualty,15969.49,13.9,31184.45,1148.8101,0.89,1182.13,943.33,86.05
"MKS Instruments, Inc.",MKSI,YES,Computer and Technology,Electronics - Manufacturing Machinery,6083.67,54.49,508311.5,111.65,0.92,125.45,64.85,77.23
MarketAxess Holdings Inc.,MKTX,YES,Finance,Securities and Exchanges,7819.73,37.63,231245.5,207.81,0.57,224.59,173.05,67.44
Melco Resorts & Entertainment Limited,MLCO,YES,Consumer Discretionary,Gaming,14134.44,491.98,2083886.75,28.73,1.55,30.06,19.43,87.49
"Herman Miller, Inc.",MLHR,YES,Business Services,Business - Office Products,1873.65,59.67,577324.69,31.4,1.4,41.5,29.4,16.53
"Mueller Industries, Inc.",MLI,YES,Industrial Products,Metal Products - Procurement and Fabrication,1504.73,57.56,273898.25,26.14,1.42,37.01,25.44,6.05
"Martin Marietta Materials, Inc.",MLM,YES,Construction,Building Products - Concrete and Aggregates,12536.11,62.8,573201,199.61,1.13,239.96,195.54,9.16
"Melinta Therapeutics, Inc.",MLNT,YES,Medical,Medical - Drugs,208.31,31.33,240490.3,6.65,1.37,24,6.65,0
"Mellanox Technologies, Ltd.",MLNX,YES,Computer and Technology,Electronics - Semiconductors,3833.68,52.12,398288.81,73.55,0.54,75.8,42.5,93.24
"Miller Industries, Inc.",MLR,YES,Auto-Tires-Trucks,Automotive - Original Equipment,289.58,11.38,25645.9,25.45,0.59,28.85,23.65,34.62
"Marsh & McLennan Companies, Inc.",MMC,YES,Finance,Insurance - Brokerage,40924.44,507.62,1687601.63,80.62,0.97,85.97,71.88,62.03
"Marcus & Millichap, Inc.",MMI,YES,Finance,Real Estate - Development,1341.79,38.14,203378.5,35.18,1.31,36.13,23.5,92.48
Martin Midstream Partners L.P.,MMLP,YES,Transportation,Transportation - Shipping,522.59,38.43,106391.2,13.6,1.5,20.45,12.9,9.27
3M Company,MMM,YES,Conglomerates,Diversified Operations,126728.35,595.5,2683780.5,212.81,1.14,258.63,188.65,34.52
"Magellan Midstream Partners, L.P.",MMP,YES,Oils-Energy,Oil and Gas - Production Pipeline - MLB,13824.07,228.2,1658762.63,60.58,0.72,77.4,57.08,17.22
"Maximus, Inc.",MMS,YES,Business Services,Government Services,4268.22,65.22,321442.19,65.44,1.12,72.04,57.42,54.86
"Merit Medical Systems, Inc.",MMSI,YES,Medical,Medical - Dental Supplies,2277.25,50.33,347900.66,45.25,1.29,48,28.2,86.11
MakeMyTrip Limited,MMYT,YES,Computer and Technology,Internet - Delivery Services,3208.7,91.68,322690.41,35,-0.07,40.2,22.88,69.99
"Manning & Napier, Inc.",MN,YES,Finance,Financial - Investment Management,54.14,15.04,42923.75,3.6,1.43,5.85,3,21.05
Mallinckrodt public limited company,MNK,YES,Medical,Medical - Generic Drugs,1258.13,86.35,2944500,14.57,1.12,47.42,13.8,2.29
MannKind Corporation,MNKD,YES,Medical,Medical - Biomedical and Genetics,207.89,123.01,1975095.75,1.69,2.91,6.71,0.71,16.4
"MediciNova, Inc.",MNOV,YES,Medical,Medical - Biomedical and Genetics,515.7,40.93,362724.84,12.6,0.35,13.91,4.43,86.18
Monmouth Real Estate Investment Corporation,MNR,YES,Finance,REIT and Equity Trust - Other,1167.71,77.69,437835.69,15.03,0.54,18.19,13.89,26.51
"Monro Muffler Brake, Inc.",MNRO,YES,Consumer Discretionary,Conusmer Services - Miscellaneous,1807,32.79,269166.84,55.1,0.62,64.1,39.9,62.81
Monster Beverage Corporation,MNST,YES,Consumer Staples,Beverages - Soft drinks,31848.83,566.4,2751035.5,56.23,1.26,68.91,44.56,47.93
"Momenta Pharmaceuticals, Inc.",MNTA,YES,Medical,Medical - Biomedical and Genetics,1425.72,76.86,812642.31,18.55,1.64,19.05,12.2,92.7
"Manitex International, Inc.",MNTX,YES,Industrial Products,Manufacturing - General Industrial ,200.12,16.66,64198.85,12.01,1.4,12.02,6.33,99.82
"Altria Group, Inc.",MO,YES,Consumer Staples,Tobacco,120203.4,1900.45,7989666.5,63.25,0.62,77.71,59.27,21.58
"MobileIron, Inc.",MOBL,YES,Computer and Technology,Internet - Software,492.75,100.56,566053.31,4.9,2.33,6.6,3.45,46.03
Modine Manufacturing Company,MOD,YES,Auto-Tires-Trucks,Automotive - Original Equipment,1024.36,50.46,343266.06,20.3,1.33,25.1,10.3,67.57
"Model N, Inc.",MODN,YES,Computer and Technology,Internet - Software,514.48,29.48,221468.95,17.45,0.8,18.8,10.25,84.21
"Molina Healthcare, Inc",MOH,YES,Medical,Medical - HMOs,4830.12,59.73,1143563.13,80.87,1.21,93.77,46.47,72.73
Momo Inc.,MOMO,YES,Computer and Technology,Internet - Software and Services,7329.05,199.21,4169515.5,36.79,1.55,45.99,22.56,60.73
Monsanto Company,MON,YES,Basic Materials,Agriculture - Products,55166.22,440.8,4533777,125.15,0.96,125.15,115,100
"Morningstar, Inc.",MORN,YES,Business Services,Business - Information Services,4086.62,42.5,44208.6,96.16,0.66,101.12,72.47,82.69
The Mosaic Company,MOS,YES,Basic Materials,Fertilizers,8597.19,351.05,4001724.5,24.49,1.28,28.94,19.39,53.4
Movado Group Inc.,MOV,YES,Retail-Wholesale,Retail - Jewelry,876.27,22.94,239290.25,38.2,-0.16,39.1,21.1,95
"Motorcar Parts of America, Inc.",MPAA,YES,Auto-Tires-Trucks,Automotive - Replacement Parts,415.05,19.07,147162.16,21.76,1.16,31.5,20.38,12.41
Marathon Petroleum Corporation,MPC,YES,Oils-Energy,Oil and Gas - Refining and Marketing,34119.2,476.06,3834712,71.67,1.34,73.68,48.19,92.11
MPLX LP,MPLX,YES,Oils-Energy,Oil and Gas - Production and Pipelines,25455.56,793.75,2247922.75,32.07,1.26,39.12,31.1,12.1
Midstates Petroleum Co.,MPO,YES,Oils-Energy,Oil and Gas - Drilling,343.11,25.17,165794.66,13.63,1.22,19.35,12.46,16.98
"Medical Properties Trust, Inc.",MPW,YES,Finance,REIT and Equity Trust - Other,4624.33,364.7,2545041.25,12.68,0.69,14.16,11.88,35.09
"Monolithic Power Systems, Inc.",MPWR,YES,Computer and Technology,Semiconductor - Analog and Mixed,4700.27,42.13,277485.5,111.56,1.28,126.64,88.97,59.97
Marine Products Corporation,MPX,YES,Consumer Discretionary,Leisure and Recreation Products,487.61,34.63,17246.6,14.08,0.36,16.98,10.43,55.72
MRC Global Inc.,MRC,YES,Industrial Products,Steel - Pipe and Tube,1562.05,91.35,807693.56,17.1,1.49,20.66,14.29,44.11
Monroe Capital Corporation,MRCC,YES,Finance,Financial - Investment Management,254.62,20.24,140022.2,12.58,0.6,16.14,12.2,9.64
Mercury Systems Inc,MRCY,YES,Computer and Technology,Computer - Peripheral Equipment,2212.41,48.24,325935.69,45.86,0.36,53.99,37.33,51.2
Marin Software Incorporated,MRIN,YES,Business Services,Advertising and Marketing,38.42,5.73,14104.3,6.7,1.44,14.8,6.5,2.41
"Merck & Co., Inc.",MRK,YES,Medical,Large Cap Pharmaceuticals,151418.03,2696.19,11826364,56.16,0.78,66.16,53.27,22.42
Marlin Business Services Corp.,MRLN,YES,Finance,Financial - SBIC & Commercial Industry,356.84,12.43,26965,28.7,0.86,29.7,21.5,87.81
"Marinus Pharmaceuticals, Inc.",MRNS,YES,Medical,Medical - Drugs,172.21,40.52,1200101.5,4.25,2.62,9.33,1.15,37.9
Marathon Oil Corporation,MRO,YES,Oils-Energy,Oil and Gas - Integrated - United States,13893.51,849.76,11794735,16.35,2.3,19.28,10.77,65.57
"Marten Transport, Ltd.",MRTN,YES,Transportation,Transportation - Truck,1195.03,54.57,321566.5,21.9,1.37,24.6,13.02,76.68
"Mirati Therapeutics, Inc.",MRTX,YES,Medical,Medical - Biomedical and Genetics,788.62,28.94,357935.69,27.25,2.15,34.95,2.8,76.05
Marvell Technology Group Ltd.,MRVL,YES,Computer and Technology,Semiconductor - Communications ,10227.9,496.5,8993710,20.6,0.97,24.37,14.68,61.09
Morgan Stanley,MS,YES,Finance,Financial - Investment Bank,95594.98,1791.85,9147477,53.35,1.54,58.91,40.69,69.48
MSA Safety Incorporporated,MSA,YES,Industrial Products,Security and Safety Services,3174.71,38.23,184857.7,83.05,1.46,86.84,66.16,81.67
Mesabi Trust,MSB,YES,Basic Materials,Mining - Iron,327.34,13.12,69255.4,24.95,0.45,29.7,12.86,71.79
Microsemi Corporation,MSCC,YES,Computer and Technology,Semiconductor - Analog and Mixed,7433.48,117.95,2258480.5,63.02,1.18,67.44,46.69,78.7
MSCI Inc,MSCI,YES,Computer and Technology,Business - Software Services,13188.53,89.94,2128330.75,146.63,0.83,158.67,96.26,80.71
Middlesex Water Company,MSEX,YES,Utilities,Utility - Water Supply,628.41,16.35,65207.55,38.43,0.43,46.4,32.99,40.57
Microsoft Corporation,MSFT,YES,Computer and Technology,Computer - Software,698910.19,7699.79,36985676,90.77,1.07,96.77,64.95,81.14
The Madison Square Garden Company,MSG,YES,Consumer Discretionary,Leisure and Recreation Services,5787.69,23.55,163084.8,245.72,0.46,249.78,191.2,93.07
MSG Networks Inc.,MSGN,YES,Consumer Discretionary,Film and Television Production and Distribution,1686.36,75.28,263855.59,22.4,0.76,25.8,16.45,63.64
"Motorola Solutions, Inc.",MSI,YES,Computer and Technology,Wireless Equipment,16890.51,161.31,1136447.75,104.71,0.32,109.39,80.83,83.61
"MSC Industrial Direct Company, Inc.",MSM,YES,Industrial Products,Industrial Services,5179.27,56.46,649455.94,91.74,0.6,99.26,65.62,77.65
